S.No,Product Name,Catalog No,CAS Number,Chemical / Systematic Name,Molecular Formula,Molecular Weight,Purity,Stock Status,Sub Category,Main Category,Product Slug,Live Product URL,Image URL,Created Date,Updated Date,MongoDB ID
1,"(2R,4S)-Sacubitril",PV-S001008,761373-05-1,"[R-(R*,S*)]-γ-[(3-Carboxy-1-oxopropyl)amino]-α-methyl-[1,1’-biphenyl]-4-pentanoic Acid α-Ethyl Ester ; (αS,γR)-γ-[(3-Carboxy-1-oxopropyl)amino]-α-methyl-[1,1’-biphenyl]-4-pentanoic Acid 4-Ethyl Ester ; Sacubitril Enantiomer",C24H29NO5,411.5,,In Stock,Sacubitril,API Impurity Standards,2r4s-sacubitril,https://pharmavive.com/products/browse/sacubitril/2r4s-sacubitril,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753712893/products/twowiuoerueun4oylcz1.png,2025-07-28 14:25:21,2025-07-28 14:28:13,6887885163998afe534155a4
2,"(2R,5S)-Emtricitabine Carboxylic Acid",PV-E002006,1238210-10-0,"(2R,5S)-5-(4-Amino-5-fluoro-2-oxo-1(2H)-pyrimidinyl)-1,3-oxathiolane-2-carboxylic Acid",C8H8FN3O4S,261.2,,In Stock,Emtricitabine,API Impurity Standards,2r5s-emtricitabine-carboxylic-acid,https://pharmavive.com/products/browse/emtricitabine/2r5s-emtricitabine-carboxylic-acid,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753367513/products/ztkxksbbeyzhhwcsnj1w.png,2025-07-24 14:29:35,2025-07-24 14:31:54,6882434f63998afe534139c0
3,"(2S,2R’,trans)-Saxagliptin",PV-S002008,N/A,"(1R,3S,5R)-2-[(2R)-2-Amino-2-(3-hydroxytricyclo[3.3.1.13,7]dec-1-yl)acetyl]-2-azabicyclo[3.1.0]hexane-3-carbonitrile hydrochloride",C18H25N3O2 : HCl,315.4 : 36.5,,In Stock,Saxagliptin,API Impurity Standards,2s2rtrans-saxagliptin,https://pharmavive.com/products/browse/saxagliptin/2s2rtrans-saxagliptin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753713204/products/rdzhzmdwgnih7vwlhqcl.png,2025-07-28 14:30:20,2025-07-28 14:33:25,6887897c63998afe5341565d
4,"(2’R,2R,cis)-Saxagliptin",PV-S002007,N/A,"(1R,3R,5R)-2-[(2R)-2-Amino-2-(3-hydroxytricyclo[3.3.1.13,7]dec-1-yl)acetyl]-2-azabicyclo[3.1.0]hexane-3-carbonitrile hydrochloride",C18H25N3O2 : HCl,315.4 : 36.5,,In Stock,Saxagliptin,API Impurity Standards,2r2rcis-saxagliptin,https://pharmavive.com/products/browse/saxagliptin/2r2rcis-saxagliptin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753713191/products/shwej4hfqhmojlps5afe.png,2025-07-28 14:30:19,2025-07-28 14:33:12,6887897b63998afe53415659
5,(R)-Citalopram oxalate,PV-C006010,219861-53-7,"(R)-(-)-1-(3-Dimethylaminopropyl)-1-(4-fluoro-phenyl)-1,3-dihydro-isobenzofuran-5-carbonitrile oxalate ;",C20H21FN2O : C2H2O4,324.4 : 90.03,,In Stock,Citalopram,API Impurity Standards,r-citalopram-oxalate,https://pharmavive.com/products/browse/citalopram/r-citalopram-oxalate,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751041422/products/bjrgwdyatzalfaceoso4.png,2025-06-27 16:20:37,2025-06-27 16:23:42,685ec4d53fbc37d9db1d7b6c
6,(R)-Vildagliptin,PV-V005006,1036959-27-9,"(R)-1-(((1r,3S,5R,7S)-3-Hydroxyadamantan-1-yl)glycyl)pyrrolidine-2-carbonitrile",C17H25N3O2,303.4,,In Stock,Vildagliptin,API Impurity Standards,r-vildagliptin,https://pharmavive.com/products/browse/vildagliptin/r-vildagliptin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753721880/products/zafjlzbsxl8rlmn6xyhv.png,2025-07-28 16:55:33,2025-07-28 16:58:01,6887ab8563998afe53416249
7,(S)-Boc-adamantylglycine,PV-S002010,361441-97-6,"(αS)​-α-​[[(1,​1-​Dimethylethoxy)​carbonyl]​amino]​-​tricyclo[3.3.1.13,​7]​decane-​1-​acetic Acid; (S)-2-((3S,5S,7S)-adamantan-1-yl)-2-((tert-butoxycarbonyl)amino)acetic acid",C17H27NO4,309.4,,In Stock,Saxagliptin,API Impurity Standards,s-boc-adamantylglycine,https://pharmavive.com/products/browse/saxagliptin/s-boc-adamantylglycine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753713230/products/x27izjsxmafot7aak3oi.png,2025-07-28 14:30:21,2025-07-28 14:33:51,6887897d63998afe53415665
8,(S)-Cetirizine,PV-C004026,130018-76-7,[2-[4-[(S)-(4-Chlorophenyl)(phenyl)methyl]piperazin-1-yl]ethoxy]acetic Acid,C21H25ClN2O3,388.89,,In Stock,Cetirizine,API Impurity Standards,s-cetirizine,https://pharmavive.com/products/browse/cetirizine/s-cetirizine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751041017/products/klz1jhqkfdaqbuldimaj.png,2025-06-27 15:47:02,2025-06-27 16:16:58,685ebcf63fbc37d9db1d79fd
9,(S)-Ruxolitinib Phosphate,PV-R006007,2703484-89-1,"(S)-3-(4-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)-1H-pyrazol-1-yl)-3-cyclopentylpropanenitrilephosphate",C17H18N6 : H3O4P,306.4 : 98.0,,In Stock,Ruxolitinib,API Impurity Standards,s-ruxolitinib-phosphate,https://pharmavive.com/products/browse/ruxolitinib/s-ruxolitinib-phosphate,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753712678/products/elmuacyt2aav9dkdkn7z.png,2025-07-28 14:22:22,2025-07-28 14:24:38,6887879e63998afe53415538
10,(S)-Sitagliptin N-Boc-Acid Impurity,PV-S006016,922178-94-7,"(S)-3-((tert-butoxycarbonyl)amino)-4-(2,4,5-trifluorophenyl)butanoic acid",C15H18F3NO4,333.3,,In Stock,Sitagliptin,API Impurity Standards,s-sitagliptin-n-boc-acid-impurity,https://pharmavive.com/products/browse/sitagliptin/s-sitagliptin-n-boc-acid-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753714744/products/pmvdhjzn6ln5spxlikci.png,2025-07-28 14:52:27,2025-07-28 14:59:05,68878eab63998afe534158d8
11,"1,3-Adamantanediol",PV-V005015,5001-18-3,"1,3-Dihydroxyadamantane ; (1s,3s,5s,7s)-adamantane-1,3-diol",C10H16O2,168.2,,In Stock,Vildagliptin,API Impurity Standards,13-adamantanediol,https://pharmavive.com/products/browse/vildagliptin/13-adamantanediol,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753722001/products/r7hsksphrcc9kukke97r.png,2025-07-28 16:55:39,2025-07-28 17:00:01,6887ab8b63998afe5341626d
12,"1,3-Disubstituted Acetyl Uridine",PV-U004002,261618-94-4,"(2R,2'R,3R,3'R,4R,4'R,5R,5'R)-(2,4-dioxopyrimidine-1,3(2H,4H)-diyl)bis(5-(acetoxymethyl)tetrahydrofuran-2,3,4-triyl) tetraacetate",C26H32N2O16,628.5,,In Stock,Uridine,API Impurity Standards,13-disubstituted-acetyl-uridine,https://pharmavive.com/products/browse/uridine/13-disubstituted-acetyl-uridine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753718437/products/vfgrbtxjxhezoltspetn.png,2025-07-28 15:59:38,2025-07-28 16:00:38,68879e6a63998afe53415f40
13,"1,3-disubstituted Uridine",PV-U004004,7561-36-6,"1,3-di-β-D-ribofuranosyl-1H-pyrimidine-2,4-dione",C14H20N2O10,376.3,,In Stock,Uridine,API Impurity Standards,13-disubstituted-uridine,https://pharmavive.com/products/browse/uridine/13-disubstituted-uridine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753718463/products/fvrvapwmfqxl0azhcvan.png,2025-07-28 15:59:39,2025-07-28 16:01:03,68879e6b63998afe53415f48
14,1-Adamantylcarboxaldehyde,PV-S002009,2094-74-8,"Tricyclo[3.3.1.13,7]decane-1-carboxaldehyde;  1-Adamantanecarboxaldehyde;  1-Formyladamantane",C11H16O,164.2,,In Stock,Saxagliptin,API Impurity Standards,1-adamantylcarboxaldehyde,https://pharmavive.com/products/browse/saxagliptin/1-adamantylcarboxaldehyde,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753713216/products/p6jicushzo5bst931gpn.png,2025-07-28 14:30:20,2025-07-28 14:33:37,6887897c63998afe53415661
15,"2,2-Bis Nalbuphine",PV-N003001,214542-42-4,"(4R,4'R,5S,5'S,8S,8'S,9R,9'R,17S,17'S)-3,3'-Bis(cyclobutylmethyl)-1,1',2,2',3,3',4,4',5,5',6,6',7,7',8,8',9,9',18,18'-icosahydro-[13,13'-bi(4,12-methanobenzofuro[3,2-e]isoquinoline)]-5,5',8,8',12,12'-hexaol",C42H52N2O8,712.9,,In Stock,Nalbuphine,API Impurity Standards,22-bis-nalbuphine,https://pharmavive.com/products/browse/nalbuphine/22-bis-nalbuphine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753454751/products/gqigvdahxctejqoknvem.png,2025-07-25 14:45:02,2025-07-25 14:45:52,6883986e63998afe53414b79
16,"2,3-Difluoro Ticagrelor",PV-T004008,1643378-48-6,"(1S,2S,3R,5S)-3-(7-(((1R,2S)-2-(2,3-difluorophenyl)cyclopropyl)amino)-5-(propylthio)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol",C23H28F2N6O4S,522.6,,In Stock,Ticagrelor,API Impurity Standards,23-difluoro-ticagrelor,https://pharmavive.com/products/browse/ticagrelor/23-difluoro-ticagrelor,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716264/products/xn54b1f84qn56ngt9twp.png,2025-07-28 15:22:12,2025-07-28 15:24:25,688795a463998afe53415c29
17,"2-(2,5-difluorophenyl)acetic acid",PV-S006018,85068-27-5,"2-(2,5-difluorophenyl)acetic acid",C8H6F2O2,172.1,,In Stock,Sitagliptin,API Impurity Standards,2-25-difluorophenylacetic-acid,https://pharmavive.com/products/browse/sitagliptin/2-25-difluorophenylacetic-acid,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753714783/products/mmvfnf003q5wtwumcbcd.png,2025-07-28 14:52:28,2025-07-28 14:59:44,68878eac63998afe534158e0
18,2-Butyl 6-Methoxynaphthalene,PV-N001007,701270-26-0,6-Methoxy-2-butyl-naphthalene,C15H18O,214.3,,In Stock,Nabumetone,API Impurity Standards,2-butyl-6-methoxynaphthalene,https://pharmavive.com/products/browse/nabumetone/2-butyl-6-methoxynaphthalene,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753454424/products/hm0odlx32neru6mdh9gr.png,2025-07-25 14:38:04,2025-07-25 14:40:25,688396cc63998afe53414aa9
19,2-Chloro Zafirlukast,PV-Z001004,N/A,(2-Chloro-3-(2-methoxy-4-((o-tolylsulfonyl)carbamoyl)benzyl)-1-methyl-1H-indol-5-yl)carbamic acid cyclopentyl ester,C31H32ClN3O6S,610.1,,In Stock,Zafirlukast,API Impurity Standards,2-chloro-zafirlukast,https://pharmavive.com/products/browse/zafirlukast/2-chloro-zafirlukast,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753722789/products/jhf6ifhtcbxxvxnsg5ie.png,2025-07-28 17:11:27,2025-07-28 17:13:10,6887af3f63998afe534164da
20,2-epi-Emtricitabine,PV-E002005,145416-34-8,"4-Amino-5-fluoro-1-[(2S,5S)-2-hydroxymethyl)-1,3-oxathiolan-5-yl]-2-(1H-pyrimidinone;  (2S-trans)-4-Amino-5-fluoro-1-[2-(hydroxymethyl)-1,3-oxathiolan-5-yl]-2(1H)-pyrimidinone",C8H10FN3O3S,247.3,,In Stock,Emtricitabine,API Impurity Standards,2-epi-emtricitabine,https://pharmavive.com/products/browse/emtricitabine/2-epi-emtricitabine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753367502/products/cdbrucrohiakcz9ded9q.png,2025-07-24 14:29:34,2025-07-24 14:31:42,6882434e63998afe534139bc
21,3-(4-chlorophenyl)propyl methanesulfonate (PTL2 GTI impurity),PV-P004005,61440-60-6,3-(4-chlorophenyl)propyl methanesulfonate,C10H13ClO3S,248.73,,In Stock,Pitolisant,API Impurity Standards,3-4-chlorophenylpropyl-methanesulfonate-ptl2-gti-impurity,https://pharmavive.com/products/browse/pitolisant/3-4-chlorophenylpropyl-methanesulfonate-ptl2-gti-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753457724/products/awljol9hjtguzueod57r.png,2025-07-25 15:33:31,2025-07-25 15:35:25,6883a3cb63998afe53414ff4
22,3-Deoxy Saxagliptin,PV-S002005,361441-98-7,"(1S,3S,5S)-2-[(2S)-2-Amino-2-tricyclo[3.3.1.13,7]dec-1-ylacetyl]-2-azabicyclo[3.1.0]hexane-3-carbonitrilel; (1S,3S,5S)-2-((S)-2-((3S,5S,7S)-adamantan-1-yl)-2-aminoacetyl)-2-azabicyclo[3.1.0]hexane-3-carbonitrile",C18H25N3O,299.4,,In Stock,Saxagliptin,API Impurity Standards,3-deoxy-saxagliptin,https://pharmavive.com/products/browse/saxagliptin/3-deoxy-saxagliptin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753713166/products/rqzcgijdasfgz1nh1cx1.png,2025-07-28 14:30:18,2025-07-28 14:32:46,6887897a63998afe53415651
23,3-Hydroxy Abacavir Impurity,PV-A001008,NA,"(1R,2R,4S)-2-(2-Amino-6-(cyclopropylamino)-9H-purin-9-yl)-4-(hydroxymethyl)cyclopentanol",C14H20N6O2,304.35,,In Stock,Abacavir,API Impurity Standards,3-hydroxy-abacavir-impurity,https://pharmavive.com/products/browse/abacavir/3-hydroxy-abacavir-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750859495/products/ykrdj7n4j5ablkjgtsgv.png,2025-06-25 09:25:47,2025-09-09 08:03:59,685bc09b1a35a401d608c482
24,3-Substituted Acetyl Uridine,PV-U004001,29031-50-3,"3-(tri-O-acetyl-β-D-ribofuranosyl)-1H-pyrimidine-2,4-dione",C15H18N2O9,370.3,,In Stock,Uridine,API Impurity Standards,3-substituted-acetyl-uridine,https://pharmavive.com/products/browse/uridine/3-substituted-acetyl-uridine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753718424/products/jxylfgccl7s0bqqdz8qs.png,2025-07-28 15:59:37,2025-07-28 16:00:24,68879e6963998afe53415f3c
25,4'-O-Demethyl Pantoprazole Sulfide,PV-P002012,141854-21-9,2-(((5-(difluoromethoxy)-1H-benzo[d]imidazol-2-yl)thio)methyl)-3-methoxypyridin-4-ol,C15H13F2N3O3S,353.35,,In Stock,Pantoprazole,API Impurity Standards,4-o-demethyl-pantoprazole-sulfide,https://pharmavive.com/products/browse/pantoprazole/4-o-demethyl-pantoprazole-sulfide,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753457445/products/gesajoq1ifmjn3erldby.png,2025-07-25 15:25:49,2025-07-25 15:30:46,6883a1fd63998afe53414f09
26,4-Chlorobenzhydrol,PV-C004013,119-56-2,4-Chlorobenzhydrol ;,C13H11ClO,218.68,,In Stock,Cetirizine,API Impurity Standards,4-chlorobenzhydrol,https://pharmavive.com/products/browse/cetirizine/4-chlorobenzhydrol,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751040785/products/n17xgqsuxlemfxta5ghd.png,2025-06-27 15:46:54,2025-06-27 16:13:06,685ebcee3fbc37d9db1d79c9
27,4-Chlorobenzophenone,PV-C004014,134-85-0,(4-Chlorophenyl)phenylmethanone ;,C13H9ClO,216.66,,In Stock,Cetirizine,API Impurity Standards,4-chlorobenzophenone,https://pharmavive.com/products/browse/cetirizine/4-chlorobenzophenone,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751040805/products/dcyhlumo2d5s4k2cnufn.png,2025-06-27 15:46:54,2025-06-27 16:13:26,685ebcee3fbc37d9db1d79cd
28,4-Defluoro Dolutegravir,PV-D004003,1863916-87-3,"(4R,12aS)-N-(2-Fluorobenzyl)-7-hydroxy-4-methyl-6,8-dioxo-3,4,6,8,12,12a-hexahydro-2H-pyrido[1’,2’:4,5]pyrazino[2,1-b][1,3]oxazine-9-carboxamide",C20H20FN3O5,401.39,,In Stock,Dolutegravir,API Impurity Standards,4-defluoro-dolutegravir,https://pharmavive.com/products/browse/dolutegravir/4-defluoro-dolutegravir,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753365377/products/u6yhxke0wz48wwam0a9c.png,2025-07-24 13:54:38,2025-07-24 13:56:17,68823b1e63998afe53413873
29,4-epi-Dolutegravir,PV-D004005,1357289-37-2,"(4S,12aS)-N-(2,4-difluorobenzyl)-7-hydroxy-4-methyl-6,8-dioxo-3,4,6,8,12,12a-hexahydro-2H-pyrido[1',2':4,5]pyrazino[2,1-b][1,3]oxazine-9-carboxamide",C20H19F2N3O5,419.4,,In Stock,Dolutegravir,API Impurity Standards,4-epi-dolutegravir,https://pharmavive.com/products/browse/dolutegravir/4-epi-dolutegravir,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753365418/products/z8k7xyyda3zxapp4lteo.png,2025-07-24 13:54:40,2025-07-24 13:56:58,68823b2063998afe5341387b
30,4-methyl-Valeraldehyde,PV-P006001,1119-16-0,4-Methylpentanal,C6H12O,100.2,,In Stock,Pregabalin,API Impurity Standards,4-methyl-valeraldehyde,https://pharmavive.com/products/browse/pregabalin/4-methyl-valeraldehyde,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753458197/products/xek7olp1dby9fh0fj3z9.png,2025-07-25 15:41:37,2025-07-25 15:43:18,6883a5b163998afe534150f6
31,5-Bromo Empagliflozin Impurity,PV-E003009,915095-89-5,(S)-3-(4-(5-Bromo-2-chlorobenzyl)phenoxy)tetrahydrofuran,C17H16BrClO2,367.66,,In Stock,Empagliflozin,API Impurity Standards,5-bromo-empagliflozin-impurity,https://pharmavive.com/products/browse/empagliflozin/5-bromo-empagliflozin-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753367790/products/mm7iupue2y0hwiatfpee.png,2025-07-24 14:33:12,2025-07-24 14:36:30,6882442863998afe53413a59
32,5-Bromo Keto THF Impurity,PV-E003004,915095-84-0,(S)-(5-bromo-2-chlorophenyl)(4-((tetrahydrofuran-3-yl)oxy)phenyl)methanone,C17H14BrClO3,381.7,,In Stock,Empagliflozin,API Impurity Standards,5-bromo-keto-thf-impurity,https://pharmavive.com/products/browse/empagliflozin/5-bromo-keto-thf-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753367701/products/buk8w48fmxyu7bkjxdho.png,2025-07-24 14:33:08,2025-07-24 14:35:02,6882442463998afe53413a45
33,5-Hydroxymethyl furfural,PV-A007001,67-47-0,5-(hydroxymethyl)furan-2-carbaldehyde,C6H6O3,126.1,,In Stock,Atazanavir,API Impurity Standards,5-hydroxymethyl-furfural,https://pharmavive.com/products/browse/atazanavir/5-hydroxymethyl-furfural,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750866180/products/htlcyvdlwrbx23ppfmba.png,2025-06-25 14:58:44,2025-06-25 15:43:00,685c0ea4dcb914594fdd1287
34,5-epi-Emtricitabine,PV-E002009,145986-26-1,"4-amino-5-fluoro-1-((2R,5R)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)pyrimidin-2(1H)-one",C8H10FN3O3S,247.3,,In Stock,Emtricitabine,API Impurity Standards,5-epi-emtricitabine,https://pharmavive.com/products/browse/emtricitabine/5-epi-emtricitabine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753367554/products/bgksts2ue9vdhncz2sob.png,2025-07-24 14:29:37,2025-07-24 14:32:35,6882435163998afe534139cc
35,6-Keto Nalbuphine HCl,PV-N003004,16676-34-9,"(4R,4aS,7aR,12bS)-3-(cyclobutylmethyl)-4a,9-dihydroxy-2,3,4,4a,5,6-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7(7aH)-one hydrochloride",C21H25NO4 : HCl,355.4 : 36.5,,In Stock,Nalbuphine,API Impurity Standards,6-keto-nalbuphine-hcl,https://pharmavive.com/products/browse/nalbuphine/6-keto-nalbuphine-hcl,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753454788/products/b8jliricv31oyasv4g2j.png,2025-07-25 14:45:04,2025-07-25 14:46:28,6883987063998afe53414b85
36,6α-Noroxymorphol,PV-N003005,58477-92-2,"(4R,4aS,7S,7aR,12bS)-1,2,3,4,5,6,7,7a-octahydro-4aH-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,7,9-triol",C16H19NO4,289.3,,In Stock,Nalbuphine,API Impurity Standards,6a-noroxymorphol,https://pharmavive.com/products/browse/nalbuphine/6a-noroxymorphol,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753454800/products/wpk5dhbxjy3qdhdwf0bv.png,2025-07-25 14:45:05,2025-07-25 14:46:40,6883987163998afe53414b89
37,6α-Oxymorphol,PV-N003003,2183-56-4,"(4R,4aS,7S,7aR,12bS)-3-methyl-1,2,3,4,5,6,7,7a-octahydro-4aH-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,7,9-triol",C17H21NO4,303.4,,In Stock,Nalbuphine,API Impurity Standards,6a-oxymorphol,https://pharmavive.com/products/browse/nalbuphine/6a-oxymorphol,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753454776/products/csvxfaotkrxdyjmqgj6e.png,2025-07-25 14:45:04,2025-07-25 14:46:16,6883987063998afe53414b81
38,6β-Nalbuphine,PV-N003002,85284-04-4,"(4R,4aS,7R,7aR,12bS)-3-(cyclobutylmethyl)-1,2,3,4,5,6,7,7a-octahydro-4aH-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,7,9-triol",C21H27NO4,357.5,,In Stock,Nalbuphine,API Impurity Standards,6b-nalbuphine,https://pharmavive.com/products/browse/nalbuphine/6b-nalbuphine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753454762/products/zmdlkglhcsrshm8p67hi.png,2025-07-25 14:45:03,2025-07-25 14:46:02,6883986f63998afe53414b7d
39,7-Epi Lincomycin Hydrochloride,PV-L007001,26389-84-4,"(2S,4R)-N-((1R,2S)-2-hydroxy-1-((2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(methylthio)tetrahydro-2H-pyran-2-yl)propyl)-1-methyl-4-propylpyrrolidine-2-carboxamide hydrochloride",C18H34N2O6S : HCl,406.5 : 36.5,,In Stock,Lincomycin Hydrochloride,API Impurity Standards,7-epi-lincomycin-hydrochloride,https://pharmavive.com/products/browse/lincomycin-hydrochloride/7-epi-lincomycin-hydrochloride,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753452335/products/eovuj7nuxqbx5l3ceoze.png,2025-07-25 14:04:14,2025-07-25 14:05:36,68838ede63998afe534145f4
40,Abacavir,PV-A001000,136470-78-5,"(1S,4R)-4-[2-Amino-6-(cyclopropylamino)-9H-purin-9-yl]-2-cyclopentene-1-methanol",C14H18N6O,286.3,,In Stock,Abacavir,API Impurity Standards,abacavir,https://pharmavive.com/products/browse/abacavir/abacavir,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750859128/products/tomehy6fdxzu4acynozk.png,2025-06-25 09:25:42,2025-08-13 08:05:40,685bc0961a35a401d608c462
41,Abacavir EP Impurity F,PV-A001006,1443421-68-8,"9-((1R,4S)-4-(Tert-butoxymethyl)cyclopent-2-en-1-yl)-N6-cyclopropyl-9H-purine-2,6-diamine",C18H26N6O,342.4,,In Stock,Abacavir,API Impurity Standards,abacavir-ep-impurity-f,https://pharmavive.com/products/browse/abacavir/abacavir-ep-impurity-f,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750859418/products/qpt2tjtyfdmpeiz2p2ev.png,2025-06-25 09:25:46,2025-06-25 13:50:18,685bc09a1a35a401d608c47a
42,Abacavir Enantiomer,PV-A001007,783292-37-6,"(1R,4R)-4-[2-Amino-6-(cyclopropyl amino)-9H-purin-9-yl]-2-cyclopentene-1-methanol",C14H18N6O,286.3,,In Stock,Abacavir,API Impurity Standards,abacavir-enantiomer,https://pharmavive.com/products/browse/abacavir/abacavir-enantiomer,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750859465/products/qg4iza9lv4kpgofgbahs.png,2025-06-25 09:25:46,2025-06-25 13:51:06,685bc09a1a35a401d608c47e
43,Abacavir Related Compound B,PV-A001004,141271-12-7,"((1S,4R)-4-((2,5-diamino-6-chloropyrimidin-4-yl)amino)cyclopent-2-en-1-yl)methanol",C10H14ClN5O,255.7,,In Stock,Abacavir,API Impurity Standards,abacavir-related-compound-b,https://pharmavive.com/products/browse/abacavir/abacavir-related-compound-b,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750859265/products/bpabodpxrgu3j5oxunxs.png,2025-06-25 09:25:44,2025-06-25 13:47:45,685bc0981a35a401d608c472
44,Abacavir Sulfate,PV-A001001,188062-50-2,"Bis[[(1S,4R)-4-[2-amino-6-(cyclopropylamino)-9H-purin-9-yl]cyclopent-2-enyl]methanol] sulfate (as per EP); (1S,4R)-4-[2-Amino-6-(cyclopropylamino)-9H-purin-9-yl]-2-cyclopentene-1-methanol sulfate (as per USP)",C14H18N6O : 1/2(H2SO4),286.3 : 1/2(98.1),,In Stock,Abacavir,API Impurity Standards,abacavir-sulfate,https://pharmavive.com/products/browse/abacavir/abacavir-sulfate,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750859157/products/zflyk0l97q6emaxd34z6.png,2025-06-25 09:25:42,2025-08-13 08:17:58,685bc0961a35a401d608c466
45,Abacavir USP Related Compound C (HCl salt),PV-A001005,172015-79-1,"((1S,4R)-4-(2-Amino-6-chloro-9H-purin-9-yl)cyclopent-2-en-1-yl)methanol hydrochloride",C11H12ClN5O : HCl,265.7 : 36.5,,In Stock,Abacavir,API Impurity Standards,abacavir-usp-related-compound-c-hcl-salt,https://pharmavive.com/products/browse/abacavir/abacavir-usp-related-compound-c-hcl-salt,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750859398/products/tk1q0qlnn7kjtvysclfj.png,2025-06-25 09:25:45,2025-06-25 13:49:58,685bc0991a35a401d608c476
46,Abacavir EP Impurity A,PV-A001002,136470-79-6,"((1R,4S)-4-(2-Amino-6-(cyclopropylamino)-9H-purin-9-yl)cyclopent-2-en-1-yl)methanol(1R,4S)-Abacavir ; ent-Abacavir",C14H18N6O,286.3,,In Stock,Abacavir,API Impurity Standards,abacavir-ep-impurity-a,https://pharmavive.com/products/browse/abacavir/abacavir-ep-impurity-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750859310/products/zrorc7m8w3qqvggmpa02.png,2025-06-25 09:25:43,2025-06-25 13:48:31,685bc0971a35a401d608c46a
47,Abacavir EP Impurity C,PV-A001003,124752-25-6,"((1S,4R)-4-(2,6-Diamino-9H-purin-9-yl)cyclopent-2-en-1-yl)methanol",C11H14N6O,246.2,,In Stock,Abacavir,API Impurity Standards,abacavir-ep-impurity-c,https://pharmavive.com/products/browse/abacavir/abacavir-ep-impurity-c,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750859369/products/chjloxwup4piu1yubonv.png,2025-06-25 09:25:44,2025-06-25 13:49:30,685bc0981a35a401d608c46e
48,Abiraterone,PV-A003000,154229-19-3,"17-(Pyridin-3-yl)androsta-5,16-dien-3β-ol (as per USP)",C24H31NO,349.5,,In Stock,Abiraterone Acetate,API Impurity Standards,abiraterone,https://pharmavive.com/products/browse/abiraterone-acetate/abiraterone,https://res.cloudinary.com/dlkh6unr5/image/upload/v1750863964/products/vtobwks2g2r0gzuistzo.png,2025-06-25 14:17:21,2025-06-25 15:06:05,685c04f1dcb914594fdd0f36
