S.No,Product Name,Catalog No,CAS Number,Chemical / Systematic Name,Molecular Formula,Molecular Weight,Purity,Stock Status,Sub Category,Main Category,Product Slug,Live Product URL,Image URL,Created Date,Updated Date,MongoDB ID
937,Tenofovir Disoproxil Fumarate IP Impurity D,PV-T003007,211364-69-1,({[(R)-1-(6-Amino-9H-purin-9-yl)propan-2-yloxy]methyl}(hydroxy) phosphoryl oxy)methyl isopropyl carbonate,C14H22N5O7P,403.3,,In Stock,Tenofovir,API Impurity Standards,tenofovir-disoproxil-fumarate-ip-impurity-d,https://pharmavive.com/products/browse/tenofovir/tenofovir-disoproxil-fumarate-ip-impurity-d,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716095/products/y8ppvf7ogk4o7gc1jnxe.png,2025-07-28 15:19:40,2025-07-28 15:21:36,6887950c63998afe53415ba7
938,Tenofovir Disoproxil Fumarate IP Impurity E,PV-T003008,1244022-56-7,"(8R)-9-(6-Isopropylaminocarbamate-9H-purin-9-yl)-5-hydroxy-8-methyl-2,4,7-trioxa-5-phosphanonanoic Acid 1-Methylethyl Ester 5-Oxide",C18H28N5O9P,489.4,,In Stock,Tenofovir,API Impurity Standards,tenofovir-disoproxil-fumarate-ip-impurity-e,https://pharmavive.com/products/browse/tenofovir/tenofovir-disoproxil-fumarate-ip-impurity-e,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716106/products/ndrg7peb415x3tiqrnv5.png,2025-07-28 15:19:41,2025-07-28 15:21:46,6887950d63998afe53415bab
939,Theophylline,PV-T008000,58-55-9,"1,3-dimethyl-3,9-dihydro-1H-purine-2,6-dione",C7H8N4O2,180.2,,In Stock,Theophylline,API Impurity Standards,theophylline,https://pharmavive.com/products/browse/theophylline/theophylline,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717531/products/xinkwctvrfn33jfnttvh.png,2025-07-28 15:44:00,2025-07-28 15:45:31,68879ac063998afe53415d4b
940,Theophylline EP Impurity A,PV-T008001,58-08-2,"1,3,7-trimethyl-3,7-dihydro-1H-purine-2,6-dione",C8H10N4O2,194.2,,In Stock,Theophylline,API Impurity Standards,theophylline-ep-impurity-a,https://pharmavive.com/products/browse/theophylline/theophylline-ep-impurity-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717540/products/sfayjefuv25tcv3usjcf.png,2025-07-28 15:44:01,2025-07-28 15:45:41,68879ac163998afe53415d4f
941,Theophylline EP Impurity B,PV-T008002,1076-22-8,"3-methyl-3,7-dihydor-1H-purine-2,6-dione",C6H6N4O2,166.1,,In Stock,Theophylline,API Impurity Standards,theophylline-ep-impurity-b,https://pharmavive.com/products/browse/theophylline/theophylline-ep-impurity-b,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717550/products/lriami85jb4stcrblqga.png,2025-07-28 15:44:01,2025-07-28 15:45:50,68879ac163998afe53415d53
942,Theophylline EP Impurity C,PV-T008003,7597-60-6,"N-(6-amino-1,3-dimethyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-5-yl)formamide",C7H10N4O3,198.2,,In Stock,Theophylline,API Impurity Standards,theophylline-ep-impurity-c,https://pharmavive.com/products/browse/theophylline/theophylline-ep-impurity-c,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717561/products/qfhi0n9rk6qxekpuel9o.png,2025-07-28 15:44:02,2025-07-28 15:46:02,68879ac263998afe53415d57
943,Theophylline EP Impurity D,PV-T008004,6736-40-9,N-methyl-5-(methylamino)-1H-imidazole-4-carboxamide,C6H10N4O,154.2,,In Stock,Theophylline,API Impurity Standards,theophylline-ep-impurity-d,https://pharmavive.com/products/browse/theophylline/theophylline-ep-impurity-d,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717573/products/dlrbvn3sriqaxw42k0gj.png,2025-07-28 15:44:03,2025-07-28 15:46:14,68879ac363998afe53415d5b
944,Theophylline EP Impurity E,PV-T008005,944-73-0,"1,3-dimethyl-7,9-dihydro-1H-purine-2,6,8(3H)-trione",C7H8N4O3,196.2,,In Stock,Theophylline,API Impurity Standards,theophylline-ep-impurity-e,https://pharmavive.com/products/browse/theophylline/theophylline-ep-impurity-e,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717584/products/ubt8vrvl0zrzpymryc5y.png,2025-07-28 15:44:03,2025-07-28 15:46:24,68879ac363998afe53415d5f
945,Theophylline EP Impurity F,PV-T008006,519-37-9,"7-(2-Hydroxyethyl)theophylline; 3,7-Dihydro-7-(2-hydroxyethyl)-1,3-dimethyl-1H-purine-2,6-dione",C9H12N4O3,224.2,,In Stock,Theophylline,API Impurity Standards,theophylline-ep-impurity-f,https://pharmavive.com/products/browse/theophylline/theophylline-ep-impurity-f,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717594/products/scbbjdcgwzwiugwgh8sc.png,2025-07-28 15:44:04,2025-07-28 15:46:35,68879ac463998afe53415d63
946,Thiocolchicine,PV-C008007,2730-71-4,"N-[(7S)-5,6,7,9-Tetrahydro-1,2,3-trimethoxy-10-(methylthio)-9-oxobenzo[a]heptalen-7-yl]acetamide; 10-Thio-colchicine; 10-Demethoxy-10-(methylthio)colchicine; NSC 186301;",C22H25NO5S,415.5,,In Stock,Colchicine,API Impurity Standards,thiocolchicine,https://pharmavive.com/products/browse/colchicine/thiocolchicine,https://res.cloudinary.com/dlkh6unr5/image/upload/v1751042003/products/kk3j2elzv9l6wulrpeor.png,2025-06-27 16:29:08,2025-06-27 16:33:24,685ec6d43fbc37d9db1d7c8c
947,Ticagrelor,PV-T004000,274693-27-5,"(1S,2S,3R,5S)-3-(7-(((1R,2S)-2-(3,4-difluorophenyl)cyclopropyl)amino)-5-(propylthio)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol",C23H28F2N6O4S,522.6,,In Stock,Ticagrelor,API Impurity Standards,ticagrelor,https://pharmavive.com/products/browse/ticagrelor/ticagrelor,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716164/products/zqokjwnbtgphrx1sr9jo.png,2025-07-28 15:22:07,2025-07-28 15:22:44,6887959f63998afe53415c09
948,Ticagrelor EP Impurity A,PV-T004001,1251765-07-7,"(1S,2S,3R,5S)-3-[7-amino-5-(propylsulfanyl)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl]-5-(2-hydroxyethoxy)cyclopentane-1,2-diol (as per EP)",C14H22N6O4S,370.4,,In Stock,Ticagrelor,API Impurity Standards,ticagrelor-ep-impurity-a,https://pharmavive.com/products/browse/ticagrelor/ticagrelor-ep-impurity-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716174/products/iwqharmf6dxtaep0j2qr.png,2025-07-28 15:22:08,2025-07-28 15:22:55,688795a063998afe53415c0d
949,Ticagrelor EP Impurity C,PV-T004003,1616703-93-5,"2-[[(1S,2S,3S,4R)-4-[7-[[(1R,2S)-2-(3,4-difluorophenyl)cyclopropyl]amino]-5-(propylsulfanyl)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl]-2,3-dihydroxycyclopentyl]oxy]ethyl acetate (as per EP)",C25H30F2N6O5S,564.6,,In Stock,Ticagrelor,API Impurity Standards,ticagrelor-ep-impurity-c,https://pharmavive.com/products/browse/ticagrelor/ticagrelor-ep-impurity-c,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716202/products/gfijvz4okvizj8imkbcm.png,2025-07-28 15:22:09,2025-07-28 15:23:23,688795a163998afe53415c15
950,Ticagrelor EP Impurity D,PV-T004004,274693-26-4,"2-[[(3aR,4S,6R,6aS)-6-[7-[[(1R,2S)-2-(3,4-difluorophenyl)cyclopropyl]amino]-5-(propylsulfanyl)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl]-2,2-dimethyltetrahydro-2H,3aH-cyclopenta[d][1,3]dioxol-4-yl]oxy]ethan-1-ol (as per EP)",C26H32F2N6O4S,562.6,,In Stock,Ticagrelor,API Impurity Standards,ticagrelor-ep-impurity-d,https://pharmavive.com/products/browse/ticagrelor/ticagrelor-ep-impurity-d,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716213/products/a9exrkfdehq2qttv7yus.png,2025-07-28 15:22:10,2025-07-28 15:23:33,688795a263998afe53415c19
951,Ticagrelor EP Impurity E,PV-T004009,220352-38-5,"(1R,2S)-2-(3,4-Difluorophenyl)cyclopropanamine",C9H9F2N,169.17,,In Stock,Ticagrelor,API Impurity Standards,ticagrelor-ep-impurity-e,https://pharmavive.com/products/browse/ticagrelor/ticagrelor-ep-impurity-e,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716274/products/ztv7nfgyipxwiwikcokw.png,2025-07-28 15:22:13,2025-07-28 15:24:35,688795a563998afe53415c2d
952,Ticagrelor EP Impurity E Hydrochloride,PV-T004005,1402222-66-5,"(1R,2S)-2-(3,4-difluorophenyl)cyclopropan-1-amine Hydrochloride (as per EP)",C9H9F2N . HCl,169.2 : 36.5,,In Stock,Ticagrelor,API Impurity Standards,ticagrelor-ep-impurity-e-hydrochloride,https://pharmavive.com/products/browse/ticagrelor/ticagrelor-ep-impurity-e-hydrochloride,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716222/products/rhzboqjuq4xx9xxrjbyv.png,2025-07-28 15:22:10,2025-07-28 15:23:43,688795a263998afe53415c1d
953,Ticagrelor Enantiomer Impurity,PV-T004007,2096989-55-6,"[(1R,2R,3S,5R)-3-(7-(((1S,2R)-2-(3,4-difluorophenyl)cyclopropyl)amino)-5-(propylthio)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol]",C23H28F2N6O4S,522.6,,In Stock,Ticagrelor,API Impurity Standards,ticagrelor-enantiomer-impurity,https://pharmavive.com/products/browse/ticagrelor/ticagrelor-enantiomer-impurity,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716243/products/mtdk19mfszd9aaoo2yog.png,2025-07-28 15:22:12,2025-07-28 15:24:04,688795a463998afe53415c25
954,Ticagrelor Impurity B,PV-T004002,2216753-87-4,"(1R,2R,3S,5R)-3-(7-(((1R,2S)-2-(3,4-difluorophenyl)cyclopropyl)amino)-5-(propylthio)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl)-5-(2-hydroxyethoxy)cyclopentane-1,2-diol",C23H28F2N6O4S,522.6,,In Stock,Ticagrelor,API Impurity Standards,ticagrelor-impurity-b,https://pharmavive.com/products/browse/ticagrelor/ticagrelor-impurity-b,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716188/products/s6qvbiiwmools7zz72cq.png,2025-07-28 15:22:08,2025-07-28 15:23:09,688795a063998afe53415c11
955,Tobramycin,PV-T005000,32986-56-4,"4-O-(3-Amino-3-deoxy-a-d-glucopyranosyl)-2-deoxy-6-O-(2,6-diamino-2,3,6-trideoxy-α-d-ribo-hexopyranosyl)-l-streptamine",C18H37N5O9,467.5,,In Stock,Tobramycin,API Impurity Standards,tobramycin,https://pharmavive.com/products/browse/tobramycin/tobramycin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716328/products/ieibedcts979x8qgqa6g.png,2025-07-28 15:24:47,2025-07-28 15:25:28,6887963f63998afe53415c87
956,Tobramycin EP Impurity A,PV-T005001,4696-76-8,"4-O-(3-amino-3-deoxy-α-d-glucopyranosyl)-2-deoxy-6-O-(2,6-diamino-2,6-dideoxy-α-d-glucopyranosyl)-l-streptamine  ; (2R,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(1R,2S,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4-diol",C18H37N5O10,483.5,,In Stock,Tobramycin,API Impurity Standards,tobramycin-ep-impurity-a,https://pharmavive.com/products/browse/tobramycin/tobramycin-ep-impurity-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716786/products/e5unmfk97jicbke32enn.png,2025-07-28 15:24:48,2025-07-28 15:33:07,6887964063998afe53415c8b
957,Tobramycin EP Impurity B,PV-T005002,N/A,"2-deoxy-4-O-(2,6-diamino-2,3,6-trideoxy-α-d-ribo-hexopyranosyl)-d-streptamine",C12H26N4O5,306.4,,In Stock,Tobramycin,API Impurity Standards,tobramycin-ep-impurity-b,https://pharmavive.com/products/browse/tobramycin/tobramycin-ep-impurity-b,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716804/products/nkj2ts6ppaun4dukk5qe.png,2025-07-28 15:24:49,2025-07-28 15:33:24,6887964163998afe53415c8f
958,Tobramycin EP Impurity C,PV-T005003,3947-65-7,"2-deoxy-4-O-(2,6-diamino-2,6-dideoxy-a-d-glucopyranosyl)-d-streptamine",C12H26N4O6,322.4,,In Stock,Tobramycin,API Impurity Standards,tobramycin-ep-impurity-c,https://pharmavive.com/products/browse/tobramycin/tobramycin-ep-impurity-c,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716818/products/gminmocfkr92eqgvb4b4.png,2025-07-28 15:24:49,2025-07-28 15:33:39,6887964163998afe53415c93
959,Tobramycin Impurity 1,PV-T005006,N/A,"(2R,3S,4R,5R,6S)-4-amino-2-(((1S,2S,3R,4S,6R)-4,6-diamino-3-(((2S,3R)-3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl)oxy)-2-hydroxycyclohexyl)oxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,5-diol",C18H35N5O8,449.5,,In Stock,Tobramycin,API Impurity Standards,tobramycin-impurity-1,https://pharmavive.com/products/browse/tobramycin/tobramycin-impurity-1,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716868/products/hwha0zahpt37sjo5emze.png,2025-07-28 15:24:51,2025-07-28 15:34:29,6887964363998afe53415c9f
960,Tobramycin Impurity 2,PV-T005007,N/A,"(3R,5S,6R)-3-amino-6-(aminomethyl)tetrahydro-2H-pyran-2,5-diol dihydrochloride",C6H14N2O3 : 2HCl,162.2 : 2(36.5),,In Stock,Tobramycin,API Impurity Standards,tobramycin-impurity-2,https://pharmavive.com/products/browse/tobramycin/tobramycin-impurity-2,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716880/products/nwpx8qzrv5tlhtnfxwz0.png,2025-07-28 15:24:52,2025-07-28 15:34:41,6887964463998afe53415ca3
961,Tobramycin Impurity 3,PV-T005008,64332-33-8,"1-(6-(Aminomethyl)-2-((4,6-diamino-3-((4-amino-3,5-dihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)-2-hydroxycyclohexyl)oxy)-5-hydroxytetrahydro-2H-pyran-3-yl)urea",C19H38N6O10,510.5,,In Stock,Tobramycin,API Impurity Standards,tobramycin-impurity-3,https://pharmavive.com/products/browse/tobramycin/tobramycin-impurity-3,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716894/products/qur1yndwc7lcbezfj4xi.png,2025-07-28 15:24:53,2025-07-28 15:34:54,6887964563998afe53415ca7
962,Tobramycin Impurity 4,PV-T005009,74501-86-3,"4-Amino-2-((4,6-diamino-3-((3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl)oxy)-2-hydroxycyclohexyl)oxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,5-diol",C18H35N5O8,449.5,,In Stock,Tobramycin,API Impurity Standards,tobramycin-impurity-4,https://pharmavive.com/products/browse/tobramycin/tobramycin-impurity-4,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716914/products/zjr19wqqhokak98bfzye.png,2025-07-28 15:24:54,2025-07-28 15:35:15,6887964663998afe53415cab
963,Tobramycin Impurity 5,PV-T005010,N/A,"(1S,2S,3R,5S,6R)-3,5-diamino-2-(((2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)-6-(((2R,3R,5S,6R)-3-amino-6-(aminomethyl)-5-hydroxytetrahydro-2H-pyran-2-yl)oxy)cyclohexyl carbamate",C19H38N6O10,510.5,,In Stock,Tobramycin,API Impurity Standards,tobramycin-impurity-5,https://pharmavive.com/products/browse/tobramycin/tobramycin-impurity-5,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716928/products/e0lnc2coist9eyqquxk6.png,2025-07-28 15:24:54,2025-07-28 15:35:28,6887964663998afe53415caf
964,Tobramycin Impurity F,PV-T005004,N/A,"1-((1S,2R,3R,4S,5R)-5-amino-4-(((2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)-2-(((2R,3R,5S,6R)-3-amino-6-(aminomethyl)-5-hydroxytetrahydro-2H-pyran-2-yl)oxy)-3-hydroxycyclohexyl)urea",C19H38N6O10,510.5,,In Stock,Tobramycin,API Impurity Standards,tobramycin-impurity-f,https://pharmavive.com/products/browse/tobramycin/tobramycin-impurity-f,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753716830/products/kp4xdlj2lun5vnb9eisq.png,2025-07-28 15:24:50,2025-07-28 15:33:51,6887964263998afe53415c97
965,Trametinib,PV-T009000,871700-17-3,"N-(3-(3-cyclopropyl-5-((2-fluoro-4-iodophenyl)amino)-6,8-dimethyl-2,4,7-trioxo-3,4,6,7-tetrahydropyrido[4,3-d]pyrimidin-1(2H)-yl)phenyl)acetamide",C26H23FIN5O4,615.4,,In Stock,Trametinib,API Impurity Standards,trametinib,https://pharmavive.com/products/browse/trametinib/trametinib,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717665/products/tajfr1gfcfcnzybol0u8.png,2025-07-28 15:47:12,2025-07-28 15:47:45,68879b8063998afe53415da8
966,Trametinib Acetate,PV-T009001,871702-07-7,"N-(3-(3-Cyclopropyl-5-((2-fluoro-4-iodophenyl)amino)-6,8-dimethyl-2,4,7-trioxo-3,4,6,7-tetrahydropyrido[4,3-d]pyrimidin-1(2H)-yl)phenyl)acetamide acetate",C26H23FIN5O4 : C2H4O2,615.4 : 60.1,,In Stock,Trametinib,API Impurity Standards,trametinib-acetate,https://pharmavive.com/products/browse/trametinib/trametinib-acetate,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717675/products/rlchbxypi6nxaavbdgyt.png,2025-07-28 15:47:12,2025-07-28 15:47:55,68879b8063998afe53415dac
967,Trametinib Impurity 1,PV-T009002,871700-30-0,"N'-(1-Cyclopropyl-3-(2-fluoro-4-iodophenyl)-2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-N,N-dimethylformimidamide",C16H16FIN4O2,442.2,,In Stock,Trametinib,API Impurity Standards,trametinib-impurity-1,https://pharmavive.com/products/browse/trametinib/trametinib-impurity-1,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717685/products/ilc4n0lyetexzolb6mfs.png,2025-07-28 15:47:13,2025-07-28 15:48:06,68879b8163998afe53415db0
968,Trametinib Impurity 2,PV-T009003,871700-22-0,"3-Cyclopropyl-1-(2-fluoro-4-iodophenyl)-6-(methylamino)pyrimidine-2,4(1H,3H)-dione",C14H13FIN3O2,401.2,,In Stock,Trametinib,API Impurity Standards,trametinib-impurity-2,https://pharmavive.com/products/browse/trametinib/trametinib-impurity-2,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717698/products/unuzhkemcx4sqb5hoe0x.png,2025-07-28 15:47:14,2025-07-28 15:48:19,68879b8263998afe53415db4
969,Trifluoro acetyl amino Linagliptin,PV-L004004,1673546-62-7,"N-[(3R)-1-[7-(but-2-yn-1-yl)-3-methyl-1-[(4-methylquinazolin -2-yl)methyl]-2,6-dioxo-2,3,6,7- tetrahydro-1H-purin-8-yl] piperidin-3-yl]-2,2,2- trifluoroacetamide",C27H27F3N8O3,568.6,,In Stock,Linagliptin,API Impurity Standards,trifluoro-acetyl-amino-linagliptin,https://pharmavive.com/products/browse/linagliptin/trifluoro-acetyl-amino-linagliptin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753451851/products/mmgudfo0r2ylqiveyasw.png,2025-07-25 13:55:52,2025-07-25 13:57:31,68838ce863998afe534144d2
970,Tylosin,PV-T006000,1401-69-0,"(10E,12E)-(3R,4S,5S,6R,8R,14S,15R)-14-[(6-deoxy-2,3-di-O-methyl-β-d-allopyranosyl)oxymethyl]-5-[[3,6-dideoxy-4-O-(2,6-dideoxy-3-C-methyl-α-l-ribo-hexopyranosyl)-3-dimethylamino-β-d-glucopyranosyl]oxy]-6-formylmethyl-3-hydroxy-4,8,12-trimethyl-9-oxoheptadeca-10,12-dien-15-olide.(as per USP)",C46H77NO17,916.1,,In Stock,Tylosin,API Impurity Standards,tylosin,https://pharmavive.com/products/browse/tylosin/tylosin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717333/products/cg2dzqdvixvijpxbbpvs.png,2025-07-28 15:35:45,2025-07-28 15:42:14,688798d163998afe53415d13
971,Tyrothricin,PV-T007000,1404-88-2,"3-((3S,6R,8S,11S,13R,16S,19S,22S,25R,30aS)-8-(2-amino-2-oxoethyl)-19-(3-aminopropyl)-3,6,25-tribenzyl-13-(4-hydroxybenzyl)-22-isobutyl-16-isopropyl-1,4,7,10,14,17,20,23,26-nonaoxotriacontahydropyrrolo[2,1-f][1,4,7,10,13,16,19,22,25]nonaazacyclooctacosin-11-yl)propanoic acid",C65H85N11O13,1228.5,,In Stock,Tyrothricin,API Impurity Standards,tyrothricin,https://pharmavive.com/products/browse/tyrothricin/tyrothricin,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717410/products/ikjoezgzkueobk1rdww8.png,2025-07-28 15:42:32,2025-07-28 15:43:30,68879a6863998afe53415d2e
972,Ubidecarenone,PV-U001000,303-98-0,"2-[(all-E)-3,7,11,15,19,23,27,31,35,39-Decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaenyl]-5,6-dimethoxy-3-methylbenzene-1,4-dione (as per EP) ; 2,5-Cyclohexadiene-1,4-dione, 2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyl-2,6,10,14,18,22,26,30,34,38-tetracontadecaenyl]-5,6-dimethoxy-3-methyl (as per USP)",C59H90O4,863.4,,In Stock,Ubidecarenone,API Impurity Standards,ubidecarenone,https://pharmavive.com/products/browse/ubidecarenone/ubidecarenone,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717964/products/xhmbsjp2ehyltribnx4q.png,2025-07-28 15:51:51,2025-07-28 15:52:44,68879c9763998afe53415e49
973,Ubidecarenone EP Impurity A,PV-U001001,3066-90-8,"2,3-Dimethoxy-5-methylbenzene-1,4-diol (as per EP)",C9H12O4,184.2,,In Stock,Ubidecarenone,API Impurity Standards,ubidecarenone-ep-impurity-a,https://pharmavive.com/products/browse/ubidecarenone/ubidecarenone-ep-impurity-a,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717975/products/f6xkgcsgnz2zv94hhuye.png,2025-07-28 15:51:51,2025-07-28 15:52:56,68879c9763998afe53415e4d
974,Ubidecarenone EP Impurity B,PV-U001002,303-95-7,"2-[(all-E)-3,7,11,15,19,23,27-heptamethyloctadocosa-2,6,10,14,18,22,26-heptaenyl]-5,6-dimethoxy-3-methylbenzene-1,4-dione  (as per EP)",C44H66O4,659,,In Stock,Ubidecarenone,API Impurity Standards,ubidecarenone-ep-impurity-b,https://pharmavive.com/products/browse/ubidecarenone/ubidecarenone-ep-impurity-b,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717985/products/nbhbvnxzjhdzpyn26xxx.png,2025-07-28 15:51:52,2025-07-28 15:53:06,68879c9863998afe53415e51
975,Ubidecarenone EP Impurity C,PV-U001003,2394-68-5,"5,6-Dimethoxy-3-methyl-2-[(all-E)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl]benzene-1,4-dione (as per EP)",C49H74O4,727.1,,In Stock,Ubidecarenone,API Impurity Standards,ubidecarenone-ep-impurity-c,https://pharmavive.com/products/browse/ubidecarenone/ubidecarenone-ep-impurity-c,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753717997/products/nznaeoyifeimok2m5m8c.png,2025-07-28 15:51:53,2025-07-28 15:53:17,68879c9963998afe53415e55
976,Ubidecarenone EP Impurity D,PV-U001004,303-97-9,"5,6-Dimethoxy-3-methyl-2-[(all-E)-3,7,11,15,19,23,27,31,35-nonamethylhexatriaconta-2,6,10,14,18,22,26,30,34-nonaenyl]benzene-1,4-dione (as per EP)",C54H82O4,795.2,,In Stock,Ubidecarenone,API Impurity Standards,ubidecarenone-ep-impurity-d,https://pharmavive.com/products/browse/ubidecarenone/ubidecarenone-ep-impurity-d,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753718009/products/naavjumwdzyjcewq2reb.png,2025-07-28 15:51:53,2025-07-28 15:53:29,68879c9963998afe53415e59
977,Ubidecarenone EP Impurity E,PV-U001005,2382-48-1,"(2RS)-7,8-Dimethoxy-2,5-dimethyl-2-[(all-E)-4,8,12,16,20,24,28,32,36-nonamethylheptatriaconta-3,7,11,15,19,23,27,31,35-nonaenyl]-2H-1-benzopyran-6-ol (as per EP)",C59H90O4,863.4,,In Stock,Ubidecarenone,API Impurity Standards,ubidecarenone-ep-impurity-e,https://pharmavive.com/products/browse/ubidecarenone/ubidecarenone-ep-impurity-e,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753718023/products/zyytfefnlcietm1uvrtp.png,2025-07-28 15:51:54,2025-07-28 15:53:44,68879c9a63998afe53415e5d
978,Ubidecarenone EP Impurity F,PV-U001006,65085-29-2,"2-[(2Z,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaenyl]-5,6-dimethoxy-3-methylbenzene-1,4-dione (as per EP)",C59H90O4,863.4,,In Stock,Ubidecarenone,API Impurity Standards,ubidecarenone-ep-impurity-f,https://pharmavive.com/products/browse/ubidecarenone/ubidecarenone-ep-impurity-f,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753718038/products/jy0m9rqynzgytcge28j0.png,2025-07-28 15:51:55,2025-07-28 15:53:58,68879c9b63998afe53415e61
979,Ulipristal,PV-U002000,159811-51-5,"(11β)-11-[4-(Dimethylamino)phenyl]-17-hydroxy-19-norpregna-4,9-diene-3,20-dione",C28H35NO3,433.6,,In Stock,Ulipristal,API Impurity Standards,ulipristal,https://pharmavive.com/products/browse/ulipristal/ulipristal,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753718185/products/zecpmu4cgthks8c6wtvi.png,2025-07-28 15:54:47,2025-07-28 15:56:26,68879d4763998afe53415eaa
980,Ulipristal Acetate,PV-U002001,126784-99-4,"17α-Acetoxy-11β-(4-dimethylaminophenyl)-19-norpregna-4,9-dien-3,20-dione ; EllaOne ; Esmya ; RU 44675 ; RTI 3021-012",C30H37NO4,475.6,,In Stock,Ulipristal,API Impurity Standards,ulipristal-acetate,https://pharmavive.com/products/browse/ulipristal/ulipristal-acetate,https://res.cloudinary.com/dlkh6unr5/image/upload/v1753718195/products/xjmyxdgdeoeil4izdkek.png,2025-07-28 15:54:47,2025-07-28 15:56:36,68879d4763998afe53415eae
